date,customer_id,item
2025-11-22,5834,Dinner table
2026-02-07,7377,Bed
2025-11-29,1926,Sofa
2025-11-17,3007,Dinner table
2026-01-12,1779,Sofa
2025-12-11,2296,Sofa
2025-11-17,834,Dinner table
2025-12-21,1755,Bed
2026-01-13,7266,Sofa
2025-11-19,3097,Dinner table
2025-12-17,1895,Dinner table
2025-12-14,5830,Bed
2025-11-20,9291,Dinner table
2025-11-25,8122,Sofa
2026-01-05,2279,Bed
2025-12-13,2690,Dinner table
2025-12-17,5343,Sofa
2025-12-11,9202,Sofa
2025-11-21,9340,Dinner table
2025-11-20,6249,Sofa
2026-01-07,9277,Dinner table
2026-01-05,2225,Sofa
2025-12-08,3447,Dinner table
2025-12-14,2222,Dinner table
2025-12-11,8826,Dinner table
2025-12-08,5208,Dinner table
2026-01-31,4436,Sofa
2025-12-12,5667,Sofa
2026-02-10,2776,Sofa
2025-11-30,7937,Bed
2025-12-02,1638,Bed
2025-12-23,5986,Bed
2025-11-30,407,Sofa
2025-12-08,2400,Bed
2026-02-13,5463,Dinner table
2025-12-05,7351,Bed
2025-11-12,2242,Dinner table
2025-12-10,4547,Sofa
2026-01-04,8310,Dinner table
2025-11-28,659,Dinner table
2026-01-24,7333,Dinner table
2026-01-24,7334,Dinner table
2026-01-05,36,Dinner table
2025-11-15,8106,Sofa
2025-12-28,2627,Dinner table
2025-11-10,3340,Dinner table
2025-12-08,8626,Bed
2026-02-17,2979,Sofa
2026-01-23,7911,Sofa
2025-12-01,8285,Bed
2025-12-01,7308,Bed
2025-12-19,414,Bed
2026-01-06,1997,Bed
2026-01-10,8823,Sofa
2026-01-26,140,Sofa
2025-11-17,4208,Sofa
2026-01-27,3754,Sofa
2026-02-16,2995,Bed
2026-02-04,97,Dinner table
2026-01-10,8119,Bed
2025-12-19,211,Dinner table
2025-12-09,7175,Sofa
2026-01-29,4906,Dinner table
2025-11-22,239,Dinner table
2026-01-26,2093,Dinner table
2026-01-22,9235,Bed
2025-11-19,716,Sofa
2026-02-12,1873,Sofa
2025-11-15,9054,Sofa
2026-02-01,6083,Dinner table
2026-02-02,3550,Dinner table
2026-02-01,6079,Bed
2026-01-27,7316,Dinner table
2025-11-10,7309,Sofa
2026-02-04,2075,Dinner table
2026-01-03,3812,Dinner table
2025-11-27,2076,Bed
2025-11-14,4049,Sofa
2026-01-29,8839,Bed
2025-12-06,8850,Dinner table
2025-11-16,9284,Dinner table
2026-01-14,3744,Sofa
2026-01-15,1322,Dinner table
2026-02-16,5983,Sofa
2025-11-30,6036,Dinner table
2026-01-01,3174,Dinner table
2026-01-11,5357,Bed
2025-12-11,2434,Sofa
2026-01-13,6486,Bed
2025-12-27,21,Sofa
2025-12-16,6254,Sofa
2026-02-08,9344,Dinner table
2025-12-10,3294,Dinner table
2026-02-03,2472,Dinner table
2026-02-09,4097,Dinner table
2025-11-22,3854,Sofa
2026-01-15,1019,Dinner table
2026-01-14,47,Sofa
2026-01-25,8733,Bed
2025-11-26,2578,Dinner table
2025-12-19,1218,Dinner table
2025-12-07,1339,Dinner table
2026-01-28,124,Sofa
2025-12-05,3112,Sofa
2025-12-12,3178,Dinner table
2026-01-25,2552,Bed
2026-01-19,6625,Sofa
2025-11-20,5410,Sofa
2025-12-23,2514,Bed
2025-11-13,4423,Dinner table
2025-11-17,8205,Sofa
2026-02-15,6467,Dinner table
2026-02-08,1188,Sofa
2025-11-10,3072,Bed
2025-12-30,6643,Bed
2026-01-21,2083,Sofa
2025-11-11,5101,Dinner table
2025-12-15,4955,Bed
2025-12-13,1443,Dinner table
2025-12-28,1172,Bed
2025-12-05,124,Bed
2026-01-21,5244,Bed
2026-02-03,2355,Sofa
2025-11-30,5906,Sofa
2025-11-18,5968,Dinner table
2025-12-19,7750,Dinner table
2025-12-19,1904,Sofa
2026-01-05,1816,Dinner table
2026-01-11,7330,Bed
2025-11-21,3976,Sofa
2026-02-07,4545,Bed
2026-02-04,1206,Dinner table
2026-02-04,7318,Bed
2025-12-24,3651,Dinner table
2025-11-21,7840,Dinner table
2026-01-18,6964,Sofa
2026-02-08,6127,Sofa
2026-01-15,8348,Bed
2026-02-09,7972,Bed
2025-12-13,600,Dinner table
2026-01-08,7449,Sofa
2026-02-14,6492,Dinner table
2025-12-25,4048,Sofa
2026-01-24,210,Bed
2025-11-16,6018,Sofa
2026-01-17,3056,Sofa
2026-02-12,4507,Dinner table
2025-11-26,2879,Sofa
2025-11-30,6964,Sofa
2025-11-29,4881,Sofa
2026-01-01,2750,Sofa
2026-01-28,103,Dinner table
2026-01-26,3221,Dinner table
2025-11-29,1100,Dinner table
2026-02-12,3602,Sofa
2025-12-22,8717,Sofa
2025-12-25,9044,Sofa
2026-01-18,97,Sofa
2025-12-22,2713,Bed
2026-01-21,4462,Sofa
2026-02-03,5933,Bed
2025-11-28,1812,Bed
2025-12-15,5382,Bed
2026-01-27,7613,Dinner table
2025-11-18,2072,Bed
2025-12-30,440,Bed
2026-02-16,8411,Sofa
2026-01-22,3633,Sofa
2025-12-03,7793,Sofa
2026-01-14,3361,Bed
2026-02-04,3221,Bed
2025-11-17,2676,Bed
2025-12-06,3747,Bed
2026-01-12,1517,Sofa
2025-12-25,1199,Sofa
2025-12-09,5652,Bed
2026-01-05,5367,Bed
2025-12-31,6099,Dinner table
2025-11-17,7245,Bed
2025-12-03,7223,Dinner table
2026-01-08,4849,Bed
2026-02-03,5561,Sofa
2025-12-04,1127,Bed
2025-12-05,633,Bed
2025-12-29,5510,Bed
2025-12-02,6451,Dinner table
2025-12-31,1544,Bed
2025-11-20,164,Dinner table
2026-01-20,8867,Dinner table
2026-01-17,7978,Bed
2025-12-24,237,Sofa
2025-12-15,1189,Bed
2026-01-18,804,Bed
2026-01-01,2103,Sofa
2025-12-31,925,Bed
2025-11-15,4274,Dinner table
2026-01-14,8916,Bed
2025-12-20,8619,Dinner table
2026-01-02,5729,Sofa
2026-02-09,8799,Bed
2026-02-10,4938,Sofa
2026-02-07,9096,Sofa
2026-01-30,6228,Dinner table
2025-12-08,4903,Bed
2025-11-10,844,Sofa
2026-02-06,2482,Bed
2026-02-03,1466,Bed
2026-01-14,3737,Bed
2026-01-03,6035,Dinner table
2026-01-22,8155,Dinner table
2025-12-22,6981,Bed
2025-12-21,8086,Bed
2026-02-05,4231,Bed
2025-11-12,3419,Dinner table
2026-01-04,7139,Sofa
2026-01-25,6925,Bed
2025-11-19,8830,Bed
2025-11-10,7604,Dinner table
2025-12-06,2861,Dinner table
2025-11-30,7870,Bed
2025-12-29,1918,Dinner table
2025-12-27,4278,Dinner table
2025-12-23,971,Bed
2025-12-20,3497,Sofa
2026-01-13,5600,Sofa
2026-02-06,5592,Dinner table
2025-11-30,7793,Sofa
2026-01-16,96,Sofa
2025-11-29,1750,Dinner table
2025-12-14,2240,Bed
2026-02-10,1368,Dinner table
2026-02-14,4359,Dinner table
2025-12-24,9014,Bed
2026-01-02,7999,Bed
2025-12-23,9052,Sofa
2026-01-20,2666,Dinner table
2026-02-15,1719,Sofa
2025-12-06,1185,Bed
2025-11-13,842,Sofa
2025-12-30,4179,Sofa
2026-02-07,93,Sofa
2026-02-12,5712,Bed
2025-11-19,3373,Dinner table
2026-01-05,6608,Sofa
2026-01-06,3523,Dinner table
2025-11-21,7401,Sofa
2025-12-18,1788,Dinner table
2026-01-01,7278,Dinner table
2025-12-28,7808,Bed
2025-11-10,2560,Dinner table
2026-01-22,8236,Dinner table
2025-11-13,8723,Dinner table
2026-02-12,4578,Sofa
2025-12-01,8870,Sofa
2026-01-20,328,Bed
2025-12-21,3731,Bed
2026-02-02,6876,Dinner table
2025-12-12,3123,Bed
2026-01-16,476,Dinner table
2026-01-01,4110,Sofa
2026-01-15,358,Dinner table
2026-01-14,1883,Sofa
2026-01-26,6605,Dinner table
2025-11-28,5737,Dinner table
2026-01-01,2626,Bed
2025-12-06,5704,Bed
2026-01-24,5906,Dinner table
2026-01-10,5616,Bed
2026-01-30,7480,Bed
2026-01-17,1219,Dinner table
2025-11-15,4523,Sofa
2026-01-24,3320,Dinner table
2026-01-11,6044,Dinner table
2026-02-02,6983,Dinner table
2025-11-20,4529,Sofa
2025-11-20,6628,Dinner table
2025-11-16,9135,Dinner table
2026-01-12,6512,Sofa
2026-01-01,1740,Sofa
2025-11-22,8537,Bed
2026-02-08,807,Dinner table
2025-11-24,6856,Sofa
2025-11-10,6946,Dinner table
2026-01-04,6078,Bed
2025-12-29,5698,Bed
2025-12-16,3315,Sofa
2026-01-02,1982,Dinner table
2026-02-11,4479,Sofa
2025-12-19,6608,Bed
2026-02-02,6217,Dinner table
2026-01-21,3211,Bed
2026-02-14,8876,Dinner table
2026-01-16,6621,Bed
2025-11-26,4915,Dinner table
2026-01-08,62,Bed
2025-12-25,163,Bed
2025-12-19,6445,Sofa
2026-01-17,2095,Bed
2026-01-12,7141,Sofa
2025-11-18,4475,Bed
2026-02-07,6416,Dinner table
2026-02-03,3290,Bed
2025-12-20,2130,Sofa
2025-11-18,6330,Bed
2025-12-18,1420,Bed
2025-11-30,6586,Dinner table
2025-12-21,3873,Dinner table
2025-12-07,3145,Sofa
2025-11-21,8770,Sofa
2025-12-22,7472,Dinner table
2026-01-30,8882,Bed
2026-01-13,8597,Bed
2026-02-02,4651,Bed
2025-12-04,7611,Dinner table
2026-02-09,7342,Bed
2026-01-01,6309,Bed
2026-01-12,5618,Bed
2025-12-23,6389,Sofa
2025-11-30,8203,Sofa
2026-01-24,6265,Dinner table
2025-11-30,3214,Dinner table
2026-02-12,6019,Sofa
2026-01-11,8251,Dinner table
2025-12-17,9102,Sofa
2026-01-31,6339,Sofa
2026-02-12,3146,Bed
2025-12-30,5855,Sofa
2025-12-05,6065,Dinner table
2025-11-30,6631,Dinner table
2025-12-02,6134,Sofa
2025-12-21,2423,Sofa
2025-12-27,9350,Sofa
2025-12-04,7404,Sofa
2025-12-12,9036,Sofa
2025-11-21,4000,Dinner table
2025-12-19,6308,Dinner table
2025-12-28,8010,Sofa
2025-11-11,822,Sofa
2026-01-28,1765,Dinner table
2026-01-17,944,Bed
2026-01-11,2480,Bed
2026-02-07,5680,Dinner table
2026-01-02,143,Bed
2025-12-23,2812,Dinner table
2025-12-15,2268,Bed
2026-01-08,4223,Bed
2026-01-22,2515,Sofa
2025-11-22,6887,Dinner table
2026-02-12,1653,Dinner table
2025-12-15,1634,Sofa
2026-01-31,4944,Sofa
2025-12-19,6877,Sofa
2026-02-10,7961,Sofa
2025-12-12,3479,Bed
2025-12-05,7212,Dinner table
2026-01-21,9108,Dinner table
2026-01-01,722,Sofa
2025-11-11,3304,Bed
2026-02-08,2143,Bed
2026-01-24,651,Sofa
2026-02-04,8604,Dinner table
2026-02-03,4875,Dinner table
2026-01-23,2457,Bed
2025-12-02,8080,Sofa
2025-12-11,709,Sofa
2026-01-26,3049,Bed
2025-11-29,841,Bed
2026-02-04,5537,Dinner table
2025-12-18,6210,Dinner table
2025-11-20,680,Bed
2026-01-19,1165,Sofa
2026-01-02,7460,Sofa
2025-12-07,669,Bed
2025-11-29,621,Dinner table
2026-01-05,8206,Dinner table
2026-01-17,498,Bed
2025-11-28,5635,Bed
2025-12-01,7632,Bed
2026-01-27,3212,Dinner table
2026-01-21,765,Sofa
2026-01-03,2797,Dinner table
2025-12-16,4335,Dinner table
2026-01-12,9333,Bed
2025-12-17,8011,Sofa
2026-01-13,2461,Sofa
2026-01-31,9089,Sofa
2026-01-23,4807,Dinner table
2026-01-28,8288,Sofa
2026-01-03,7848,Dinner table
2025-12-12,8625,Sofa
2026-01-17,6619,Bed
2025-11-17,4013,Dinner table
2025-11-15,3978,Sofa
2025-11-19,5228,Sofa
2025-12-17,4943,Sofa
2026-01-03,5559,Dinner table
2026-01-01,9351,Dinner table
2026-01-26,2246,Dinner table
2025-11-28,1666,Sofa
2025-11-11,5840,Dinner table
2025-11-10,417,Dinner table
2025-12-21,1875,Sofa
2025-12-06,8364,Dinner table
2026-02-01,7060,Sofa
2025-12-11,6917,Sofa
2026-01-19,8590,Sofa
2026-01-17,2812,Dinner table
2025-12-02,6683,Bed
2026-02-03,155,Sofa
2026-02-03,5694,Bed
2026-01-18,8000,Dinner table
2025-11-28,472,Dinner table
2026-02-03,993,Sofa
2025-12-07,7693,Bed
2025-11-10,4608,Bed
2026-02-11,7680,Sofa
2025-12-17,17,Bed
2026-01-13,8527,Sofa
2025-11-10,2567,Sofa
2025-12-25,1341,Bed
2026-02-06,9025,Dinner table
2025-11-20,8140,Dinner table
2026-01-02,2173,Dinner table
2025-11-26,1768,Bed
2025-11-28,1575,Sofa
2026-02-13,780,Dinner table
2026-01-23,3221,Bed
2025-12-01,3022,Sofa
2026-01-07,7264,Dinner table
2026-02-17,6451,Sofa
2025-12-10,4173,Bed
2026-02-05,515,Bed
2026-01-13,7517,Bed
2026-02-02,9079,Dinner table
2026-01-25,8899,Bed
2025-12-04,527,Dinner table
2025-12-15,2990,Sofa
2025-12-17,3239,Sofa
2025-12-25,8739,Sofa
2025-12-14,5227,Bed
2025-12-15,8217,Dinner table
2026-01-28,230,Dinner table
2026-01-24,9054,Bed
2025-11-30,1229,Dinner table
2026-02-17,1399,Bed
2026-01-22,1727,Bed
2025-11-22,6395,Sofa
2026-02-06,6452,Sofa
2025-11-24,5704,Sofa
2025-12-13,8251,Dinner table
2025-12-14,8790,Sofa
2026-01-30,9094,Bed
2025-12-13,197,Sofa
2025-12-29,4109,Bed
2025-11-18,3989,Bed
2025-12-30,8986,Sofa
2025-12-31,5358,Bed
2025-12-12,4601,Dinner table
2026-01-21,342,Dinner table
2025-11-19,8871,Dinner table
2025-12-29,7308,Dinner table
2026-01-24,4837,Dinner table
2025-11-16,1589,Dinner table
2025-12-04,4430,Bed
2025-12-27,3819,Sofa
2025-11-16,6983,Dinner table
2026-01-17,1775,Sofa
2026-02-06,4162,Bed
2026-01-12,8146,Sofa
2026-01-21,2603,Dinner table
2025-11-13,5461,Sofa
2026-01-07,8840,Bed
2025-12-27,8027,Dinner table
2025-12-23,6791,Bed
2025-11-19,8460,Dinner table
2025-12-07,1648,Sofa
2026-01-10,6953,Bed
2026-01-31,2372,Bed
2026-01-05,1852,Bed
2025-11-15,2361,Bed
2025-11-30,8978,Sofa
2025-12-04,7302,Dinner table
2025-12-19,3270,Dinner table
2026-02-09,3318,Bed
2025-12-11,2779,Dinner table
2026-02-01,3633,Bed
2025-11-18,5003,Bed
2025-12-30,4949,Dinner table
2026-01-11,2684,Bed
2025-11-27,1845,Bed
2025-12-30,8236,Bed
2025-11-10,6020,Dinner table
2025-12-30,8213,Dinner table
2025-12-17,3549,Bed
2026-01-06,5889,Sofa
2026-01-01,9266,Dinner table
2025-12-08,7965,Sofa
2025-11-11,2358,Bed
2025-11-27,579,Sofa
2026-01-31,1908,Sofa
2026-01-10,9067,Sofa
2026-02-05,6131,Bed
2025-12-20,5781,Dinner table
2025-11-16,8142,Bed
2026-01-13,7971,Sofa
2025-12-10,997,Dinner table
2025-12-29,6508,Bed
2025-12-19,268,Bed
2026-01-03,6589,Bed
2026-02-07,2067,Dinner table
2025-12-31,2356,Bed
2026-01-18,3265,Dinner table
2025-12-21,2740,Bed
2025-12-14,6516,Dinner table
2026-01-16,7367,Sofa
2026-01-02,1535,Dinner table
2026-01-10,1180,Bed
2025-12-20,1692,Dinner table
2025-12-20,7582,Dinner table
2025-12-22,7424,Sofa
2026-01-10,3949,Dinner table
2025-12-11,8258,Dinner table
2026-01-31,7588,Sofa
2026-01-25,125,Sofa
2025-12-27,8041,Bed
2025-11-19,2403,Bed
2026-01-10,2138,Dinner table
2025-11-14,1029,Sofa
2026-01-21,3109,Sofa
2025-12-13,1153,Bed
2026-01-09,7945,Bed
2026-01-23,7051,Dinner table
2026-01-09,6771,Sofa
2026-02-09,9012,Dinner table
2026-01-06,2387,Dinner table
2025-11-16,150,Dinner table
2025-11-29,7154,Sofa
2026-01-21,5978,Dinner table
2025-12-06,1752,Dinner table
2026-01-07,81,Sofa
2025-12-22,8920,Sofa
2025-12-28,8064,Dinner table
2025-11-22,6833,Bed
2026-01-26,5388,Sofa
2025-12-11,3421,Dinner table
2025-12-16,1605,Bed
2026-02-08,7678,Sofa
2026-02-06,2799,Bed
2026-02-10,687,Sofa
2026-01-04,5778,Dinner table
2026-01-13,661,Bed
2026-01-14,4263,Sofa
2026-01-17,8331,Bed
2025-12-25,4607,Dinner table
2025-11-18,865,Bed
2026-02-12,7154,Sofa
2025-12-27,6684,Sofa
2025-12-30,1582,Bed
2026-01-22,1916,Bed
2026-02-09,3856,Sofa
2025-12-03,8252,Dinner table
2026-02-14,6694,Bed
2025-12-11,5172,Sofa
2026-01-22,5841,Bed
2025-12-19,1887,Bed
2025-11-25,1027,Sofa
2025-11-16,6011,Sofa
2026-01-01,1144,Bed
2025-12-19,8533,Dinner table
2026-02-10,8509,Dinner table
2025-11-18,8390,Sofa
2025-11-14,7958,Sofa
2026-02-14,2118,Dinner table
2026-01-01,6945,Bed
2026-01-18,4429,Sofa
2026-01-28,6322,Bed
2025-12-29,7005,Bed
2026-01-06,8235,Sofa
2025-11-22,1902,Sofa
2025-12-03,6302,Bed
2026-01-06,8720,Sofa
2025-12-28,6045,Bed
2025-12-26,2325,Dinner table
2025-12-27,6023,Sofa
2026-01-07,6395,Dinner table
2026-02-12,1292,Sofa
2026-01-11,8101,Bed
2025-12-19,5956,Sofa
2025-11-23,8222,Sofa
2026-02-03,3365,Bed
2025-12-10,2028,Dinner table
2026-01-28,6966,Sofa
2025-12-03,4235,Dinner table
2026-01-09,4791,Dinner table
2026-01-28,2586,Bed
2026-01-02,4158,Bed
2026-01-17,6712,Sofa
2025-12-08,8983,Bed
2025-12-06,5469,Sofa
2025-12-01,6723,Dinner table
2026-02-02,5867,Bed
2026-01-28,4302,Bed
2026-02-06,1002,Bed
2026-02-06,4777,Bed
2025-12-20,27,Sofa
2025-12-23,2131,Sofa
2025-11-19,8156,Dinner table
2025-11-23,3186,Dinner table
2025-12-05,8956,Bed
2025-12-05,1071,Dinner table
2025-11-11,7611,Dinner table
2026-01-11,8818,Dinner table
2025-12-31,1301,Dinner table
2025-12-31,2244,Bed
2025-12-23,123,Dinner table
2025-11-28,8452,Bed
2025-12-19,697,Bed
2026-01-20,185,Dinner table
2026-02-04,1963,Dinner table
2025-12-18,6772,Sofa
2026-02-09,4562,Bed
2025-12-04,1614,Dinner table
2026-01-27,6462,Sofa
2025-11-21,2349,Bed
2025-12-20,93,Sofa
2026-02-12,2710,Bed
2025-12-17,8003,Bed
2025-12-25,3756,Sofa
2025-12-25,5013,Bed
2026-01-19,9261,Dinner table
2025-12-31,2802,Bed
2026-01-05,9014,Sofa
2025-11-27,2295,Dinner table
2025-12-05,3854,Dinner table
2025-12-29,7643,Bed
2025-12-27,6969,Sofa
2025-12-17,4321,Bed
2025-11-25,6988,Sofa
2025-12-31,7087,Bed
2026-01-16,2447,Bed
2025-12-16,7234,Sofa
2025-11-29,6799,Dinner table
2025-12-01,1228,Bed
2026-01-26,53,Sofa
2025-11-12,4787,Bed
2025-12-14,640,Bed
2026-01-02,5290,Bed
2026-01-07,6921,Dinner table
2026-01-02,2144,Bed
2026-02-17,6253,Dinner table
2025-12-26,3302,Sofa
2026-02-04,6371,Dinner table
2025-12-01,7010,Bed
2026-01-31,5432,Bed
2025-12-06,2363,Dinner table
2026-01-15,241,Sofa
2025-11-16,2868,Bed
2025-11-20,7908,Dinner table
2026-01-28,5076,Bed
2025-12-13,8670,Bed
2025-12-04,4030,Sofa
2026-02-09,4585,Bed
2025-12-23,7650,Dinner table
2025-12-02,2811,Sofa
2025-11-13,5993,Bed
2025-11-29,7586,Bed
2025-12-29,1568,Bed
2026-01-05,3399,Dinner table
2025-12-15,536,Sofa
2025-11-21,1383,Bed
2025-12-06,3013,Bed
2025-11-28,2255,Dinner table
2026-02-17,8623,Sofa
2025-12-07,6747,Dinner table
2026-02-13,362,Bed
2025-11-15,1437,Sofa
2026-01-21,6198,Bed
2025-11-22,5413,Bed
2026-01-27,527,Dinner table
2026-01-22,2675,Dinner table
2026-01-20,6602,Bed
2025-11-22,6254,Dinner table
2025-12-24,7793,Sofa
2026-01-30,2028,Dinner table
2026-01-18,8909,Dinner table
2025-12-10,4658,Bed
2026-01-26,4163,Bed
2026-01-20,8443,Sofa
2025-12-07,8830,Bed
2026-02-12,827,Dinner table
2026-01-05,4394,Sofa
2025-11-18,8298,Sofa
2025-11-15,8503,Bed
2026-02-05,5032,Sofa
2026-01-08,1521,Dinner table
2026-02-08,8085,Sofa
2026-01-19,8893,Bed
2025-12-16,7780,Dinner table
2025-12-11,205,Sofa
2026-02-06,9337,Dinner table
2025-12-05,9191,Bed
2026-02-17,278,Dinner table
2025-12-21,8205,Dinner table
2026-02-04,372,Sofa
2025-11-29,4926,Dinner table
2026-01-06,3771,Bed
2025-12-12,7627,Dinner table
2026-01-31,7462,Dinner table
2026-01-14,2962,Bed
2025-12-04,1791,Dinner table
2025-12-05,1027,Bed
2026-02-14,1057,Dinner table
2026-01-22,494,Dinner table
2026-02-15,703,Sofa
2026-01-22,4613,Bed
2025-12-12,5445,Sofa
2026-01-06,6873,Dinner table
2026-01-14,3617,Sofa
2026-01-01,5343,Sofa
2025-12-21,1301,Dinner table
2025-12-28,4168,Sofa
2025-11-15,8126,Sofa
2025-12-04,5263,Bed
2026-01-29,7681,Dinner table
2025-12-15,3192,Dinner table
2026-01-27,4850,Sofa
2026-02-01,5787,Bed
2026-02-10,6540,Dinner table
2025-12-21,9363,Bed
2025-11-23,5650,Dinner table
2025-11-17,4317,Bed
2025-11-21,8186,Sofa
2026-02-01,3496,Sofa
2026-01-09,3273,Sofa
2026-01-13,602,Sofa
2026-01-02,1002,Bed
2025-12-11,7100,Bed
2025-12-02,6848,Bed
2025-11-21,8719,Sofa
2025-12-10,4200,Sofa
2026-01-12,8121,Bed
2026-01-16,3689,Sofa
2025-11-17,9267,Dinner table
2026-01-12,1159,Bed
2025-12-30,2950,Bed
2026-01-17,1241,Dinner table
2026-01-30,8390,Bed
2025-11-13,7216,Dinner table
2026-02-01,5209,Bed
2026-02-15,1150,Bed
2026-01-02,5749,Sofa
2026-02-02,5559,Bed
2025-12-26,7960,Bed
2025-11-15,9100,Sofa
2026-01-25,6753,Sofa
2026-01-29,361,Dinner table
2025-11-17,4776,Dinner table
2026-02-01,8499,Sofa
2026-01-12,9249,Dinner table
2026-01-01,6857,Dinner table
2026-01-11,1110,Bed
2025-12-13,7798,Sofa
2026-02-07,7343,Dinner table
2026-01-15,5981,Sofa
2025-12-04,3514,Dinner table
2026-01-07,3396,Bed
2025-12-14,7968,Dinner table
2026-02-10,6748,Dinner table
2025-12-20,2927,Bed
2025-11-25,7065,Dinner table
2025-11-11,4712,Bed
2025-12-15,5303,Bed
2026-01-12,3117,Bed
2025-12-28,8357,Sofa
2026-02-14,8023,Bed
2026-02-06,1770,Sofa
2025-12-24,4481,Bed
2026-01-20,7508,Dinner table
2025-12-16,2453,Dinner table
2025-11-13,4060,Dinner table
2025-11-21,912,Sofa
2026-01-20,6722,Bed
2025-11-10,9005,Sofa
2026-01-10,7284,Sofa
2025-12-14,8187,Sofa
2026-02-04,7094,Sofa
2026-01-10,514,Dinner table
2025-12-28,7702,Bed
2025-12-01,7414,Sofa
2025-12-20,5930,Sofa
2026-01-13,486,Sofa
2025-11-22,77,Bed
2026-02-04,2463,Sofa
2025-12-15,6259,Dinner table
2025-11-20,1251,Bed
2026-01-25,5201,Dinner table
2025-11-26,3364,Sofa
2026-01-28,6989,Dinner table
2025-12-01,6963,Sofa
2025-12-18,5607,Sofa
2026-01-09,1261,Dinner table
2026-02-04,6978,Dinner table
2026-01-03,4760,Sofa
2026-01-15,3375,Dinner table
2026-01-21,8377,Bed
2025-12-25,5710,Dinner table
2026-01-08,4235,Dinner table
2025-11-27,8188,Bed
2025-12-11,3219,Sofa
2025-11-11,51,Sofa
2026-02-04,7473,Sofa
2025-11-28,4432,Dinner table
2026-02-13,2392,Sofa
2025-12-08,1146,Dinner table
2026-01-21,5347,Dinner table
2026-02-08,6009,Sofa
2025-11-19,9121,Sofa
2025-11-28,5872,Dinner table
2025-12-06,4156,Sofa
2026-01-19,3600,Dinner table
2025-12-19,2364,Dinner table
2026-01-01,4006,Sofa
2026-01-21,735,Sofa
2026-02-07,1963,Bed
2025-11-17,8217,Bed
2025-11-25,4540,Dinner table
2026-02-12,9238,Sofa
2025-11-22,3819,Sofa
2025-11-23,4628,Bed
2025-11-17,5960,Bed
2025-12-10,7400,Dinner table
2026-02-03,3002,Bed
2026-01-06,2380,Bed
2026-01-13,7585,Dinner table
2025-12-30,3899,Sofa
2025-12-29,9264,Sofa
2026-01-10,6598,Dinner table
2025-11-30,2384,Dinner table
2025-12-05,5711,Bed
2026-01-29,8767,Sofa
2025-12-18,3588,Sofa
2025-12-19,7398,Dinner table
2026-01-11,8535,Sofa
2025-11-23,1188,Sofa
2025-11-24,4910,Bed
2026-01-29,8225,Sofa
2025-12-01,2784,Sofa
2025-12-30,9033,Bed
2025-12-04,8961,Dinner table
2026-01-26,4425,Sofa
2025-12-13,3586,Bed
2026-02-08,8739,Bed
2025-12-28,6881,Bed
2025-11-19,6139,Dinner table
2026-01-05,4693,Sofa
2026-01-14,7994,Dinner table
2026-01-02,3216,Dinner table
2026-01-25,7821,Bed
2026-01-28,3563,Sofa
2026-01-28,3020,Dinner table
2026-02-08,5184,Sofa
2026-01-25,7374,Bed
2025-12-15,4270,Bed
2025-12-12,8956,Sofa
2026-01-07,3844,Sofa
2026-01-20,7503,Sofa
2025-12-13,4952,Bed
2026-01-30,9255,Bed
2026-02-14,6919,Sofa
2025-11-11,6600,Dinner table
2025-12-04,4089,Sofa
2025-12-01,4186,Dinner table
2026-02-06,7208,Dinner table
2026-02-03,8269,Sofa
2025-12-09,6560,Dinner table
2026-02-14,2403,Sofa
2025-12-11,3149,Dinner table
2026-02-04,6919,Bed
2026-02-12,1077,Sofa
2025-11-26,7597,Bed
2025-12-02,8587,Sofa
2026-02-09,3583,Bed
2026-01-06,7233,Bed
2025-12-10,8458,Sofa
2025-12-19,8078,Bed
2026-02-03,7923,Sofa
2025-11-30,2420,Dinner table
2025-11-29,6575,Bed
2025-12-02,5638,Bed
2025-12-13,8196,Bed
2026-02-07,432,Sofa
2025-11-23,970,Dinner table
2026-01-24,1773,Bed
2025-12-13,8057,Dinner table
2025-11-20,5536,Bed
2025-11-26,2927,Sofa
2026-01-18,9314,Sofa
2026-01-30,2235,Dinner table
2025-11-26,7475,Dinner table
2025-12-24,3296,Dinner table
2026-01-24,5778,Sofa
2026-01-16,6920,Sofa
2025-12-18,634,Dinner table
2026-02-03,5778,Sofa
2025-11-16,6584,Bed
2025-11-25,1812,Bed
2025-12-02,4091,Bed
2026-01-17,1281,Dinner table
2026-02-17,4031,Sofa
2026-01-09,6804,Sofa
2025-12-26,5128,Bed
2025-12-17,1599,Bed
2025-12-03,4885,Dinner table
2025-12-06,6715,Bed
2025-12-28,2180,Sofa
2025-11-27,189,Bed
2025-12-20,4045,Sofa
2025-12-08,1708,Dinner table
2026-01-12,7691,Dinner table
2025-11-30,8774,Bed
2026-01-02,580,Dinner table
2025-12-03,562,Sofa
2026-02-16,322,Dinner table
2025-11-19,1653,Bed
2025-11-30,1809,Bed
2026-01-06,3133,Bed
2025-11-27,6797,Dinner table
2026-02-15,949,Dinner table
2025-12-02,3360,Sofa
2026-02-01,7569,Dinner table
2025-11-25,413,Sofa
2025-11-27,7236,Bed
2026-01-19,1057,Dinner table
2025-12-11,2063,Bed
2026-02-09,6203,Sofa
2026-01-02,1811,Bed
2025-11-16,7956,Dinner table
2025-11-14,1582,Bed
2026-01-04,3013,Dinner table
